segment_id,window_start,window_end,duration_min,readings_count,min_speed_ratio,min_flow_ratio,max_queue_ratio
R0169,2026-01-12 12:15:00,2026-01-12 12:25:00,10.0,2,0.6754607708336605,0.6398778344016904,0.0
R0220,2026-01-12 12:15:00,2026-01-12 12:25:00,10.0,3,0.6835752068357521,0.7150945581231107,0.0
R0174,2026-01-12 12:15:00,2026-01-12 12:25:00,10.0,3,0.6860023294445611,0.4480708199448452,0.0
R0215,2026-01-12 12:15:00,2026-01-12 12:25:00,10.0,3,0.6747355913503764,0.5922583317204293,0.0
R0173,2026-01-12 12:20:00,2026-01-12 12:25:00,5.0,2,0.6855192561107029,0.5988686454540985,0.0
R0209,2026-01-12 12:20:00,2026-01-12 12:20:00,0.0,1,0.6775106904762351,0.6834533054965106,0.0
R0216,2026-01-12 12:25:00,2026-01-12 12:25:00,0.0,1,0.6764676722081819,0.47885169011322315,0.0
R0133,2026-01-12 17:30:00,2026-01-12 17:50:00,20.0,5,0.48409156753139126,0.4773152823501995,0.0
R0092,2026-01-12 17:35:00,2026-01-12 17:50:00,15.0,4,0.6894080404824114,0.636989078586051,0.0
R0090,2026-01-12 17:35:00,2026-01-12 17:45:00,10.0,3,0.6983590699760974,0.7361279829528258,0.0
R0091,2026-01-12 17:40:00,2026-01-12 17:50:00,10.0,2,0.6874619809192339,0.6933289453710281,0.0
R0089,2026-01-12 17:40:00,2026-01-12 17:40:00,0.0,1,0.6993228109931227,0.7953484051748606,0.0
R0375,2026-01-13 07:35:00,2026-01-13 08:20:00,45.0,10,0.5411555231938017,0.48139547126988114,0.0
R0372,2026-01-13 07:35:00,2026-01-13 08:20:00,45.0,10,0.5457483767262588,0.4254319326868623,0.0
R0371,2026-01-13 07:35:00,2026-01-13 08:20:00,45.0,10,0.5400222626424463,0.4476535505622683,0.0
R0376,2026-01-13 07:35:00,2026-01-13 08:20:00,45.0,10,0.5400815333075255,0.5031715052451817,0.0
R0415,2026-01-13 07:35:00,2026-01-13 08:20:00,45.0,10,0.5442909012914987,0.45449666524211496,0.0
R0418,2026-01-13 07:35:00,2026-01-13 08:20:00,45.0,10,0.5413918944874831,0.37762121782756364,0.0
R0417,2026-01-13 07:35:00,2026-01-13 08:20:00,45.0,10,0.5440516900658154,0.44856461646298884,0.0
R0416,2026-01-13 07:35:00,2026-01-13 08:20:00,45.0,10,0.2879378876842281,0.2775040720706228,0.0
R0211,2026-01-13 14:55:00,2026-01-13 15:05:00,10.0,3,0.43424337817635406,0.4706657432310086,0.0
R0166,2026-01-13 14:55:00,2026-01-13 15:00:00,5.0,2,0.679823322752279,0.621852927822593,0.0
R0252,2026-01-13 14:55:00,2026-01-13 14:55:00,0.0,1,0.6961049510260091,0.7919657368116858,0.0
R0205,2026-01-13 14:55:00,2026-01-13 15:05:00,10.0,3,0.6850093596447795,0.5885823360438381,0.0
R0255,2026-01-13 14:55:00,2026-01-13 15:05:00,10.0,3,0.6798479044434116,0.6513633657242285,0.0
R0206,2026-01-13 14:55:00,2026-01-13 14:55:00,0.0,1,0.6978130156938104,0.7402440191188523,0.0
R0257,2026-01-13 15:00:00,2026-01-13 15:05:00,5.0,2,0.6822450117805068,0.5680890765890686,0.0
R0210,2026-01-13 15:00:00,2026-01-13 15:00:00,0.0,1,0.686182364523233,0.6487248509743633,0.0
R0165,2026-01-13 15:00:00,2026-01-13 15:00:00,0.0,1,0.6815633600235569,0.6092023930832,0.0
R0212,2026-01-13 15:00:00,2026-01-13 15:05:00,5.0,2,0.6795924255882502,0.7376957484475966,0.0
R0256,2026-01-13 15:00:00,2026-01-13 15:05:00,5.0,2,0.6793980479468813,0.6319418733802296,0.0
R0209,2026-01-13 15:00:00,2026-01-13 15:05:00,5.0,2,0.6846652309018804,0.6206121652096998,0.0
R0258,2026-01-13 15:05:00,2026-01-13 15:05:00,0.0,1,0.6799522029063717,0.48627652167540036,0.0
R0251,2026-01-13 15:05:00,2026-01-13 15:05:00,0.0,1,0.6960713326404054,0.687364047297925,0.0
R0183,2026-01-13 19:30:00,2026-01-13 19:55:00,25.0,5,0.6875324610611007,0.6321302423774917,0.0
R0272,2026-01-13 19:30:00,2026-01-13 19:55:00,25.0,5,0.6858582773365913,0.49035780172931065,0.0
R0230,2026-01-13 19:30:00,2026-01-13 20:00:00,30.0,7,0.42459805662657923,0.43811204569374274,0.0
R0229,2026-01-13 19:30:00,2026-01-13 20:00:00,30.0,6,0.6766527401274047,0.6084698637376778,0.0
R0275,2026-01-13 19:30:00,2026-01-13 19:55:00,25.0,4,0.6854662082978816,0.5836705249304989,0.0
R0226,2026-01-13 19:30:00,2026-01-13 19:55:00,25.0,5,0.6822039270151166,0.5331951861002631,0.0
R0225,2026-01-13 19:30:00,2026-01-13 19:55:00,25.0,4,0.6879911097951832,0.6590678335305045,0.0
R0271,2026-01-13 19:30:00,2026-01-13 20:00:00,30.0,7,0.6761565502431263,0.38331961969284123,0.0
R0276,2026-01-13 19:35:00,2026-01-13 19:55:00,20.0,4,0.6835583925114512,0.5409143163372028,0.0
R0184,2026-01-13 19:40:00,2026-01-13 20:00:00,20.0,5,0.673299139691959,0.4761544326764138,0.0
R0278,2026-01-14 13:05:00,2026-01-14 13:05:00,0.0,1,0.6044184673743699,0.5878423681441619,0.0
R0278,2026-01-14 13:25:00,2026-01-14 13:45:00,20.0,4,0.6019798914253089,0.6773408601799512,0.0
R0357,2026-01-14 20:25:00,2026-01-14 20:50:00,25.0,5,0.6007252300404535,0.48629043653929704,0.0
R0179,2026-01-15 06:15:00,2026-01-15 06:25:00,10.0,3,0.5880328377577793,0.5712270153157744,0.0
R0165,2026-01-15 07:50:00,2026-01-15 08:10:00,20.0,3,0.6771749424976321,0.7629439830358721,0.0
R0166,2026-01-15 07:50:00,2026-01-15 08:10:00,20.0,5,0.4285063406484926,0.4703439118159741,0.0
R0164,2026-01-15 07:50:00,2026-01-15 08:10:00,20.0,4,0.6777813895721025,0.6106019674651955,0.0
R0159,2026-01-15 07:50:00,2026-01-15 07:50:00,0.0,1,0.6959070718740974,0.6970633412777416,0.0
R0210,2026-01-15 07:50:00,2026-01-15 08:00:00,10.0,2,0.6826272836809486,0.5976493154393319,0.0
R0205,2026-01-15 07:50:00,2026-01-15 07:55:00,5.0,2,0.6914751887747654,0.6576196272303743,0.0
R0212,2026-01-15 07:50:00,2026-01-15 08:10:00,20.0,4,0.678338008006748,0.6086779320939274,0.0
R0209,2026-01-15 07:50:00,2026-01-15 08:10:00,20.0,3,0.6812629900634912,0.6538867625709384,0.0
R0163,2026-01-15 08:00:00,2026-01-15 08:05:00,5.0,2,0.6836052785912623,0.714538920398983,0.0
R0211,2026-01-15 08:00:00,2026-01-15 08:10:00,10.0,3,0.6845494911166861,0.6513971890119133,0.0
R0120,2026-01-15 08:05:00,2026-01-15 08:05:00,0.0,1,0.6989379173133409,0.7094886880719211,0.0
R0225,2026-01-15 17:50:00,2026-01-15 18:15:00,25.0,6,0.5527678464963808,0.5588944242248064,0.0
R0179,2026-01-15 17:50:00,2026-01-15 18:15:00,25.0,6,0.5481106580556449,0.5937953184340613,0.0
R0226,2026-01-15 17:50:00,2026-01-15 18:15:00,25.0,6,0.5408141214471753,0.45146226382412646,0.0
R0184,2026-01-15 17:50:00,2026-01-15 18:15:00,25.0,6,0.5421129910836553,0.4356789451273899,0.0
R0230,2026-01-15 17:50:00,2026-01-15 18:15:00,25.0,6,0.5470832331636547,0.39389154292616435,0.0
R0180,2026-01-15 17:50:00,2026-01-15 18:15:00,25.0,6,0.5490574595015757,0.4622475412961322,0.0
R0138,2026-01-15 17:50:00,2026-01-15 18:15:00,25.0,6,0.5778759876791215,0.5232622438761937,0.0
R0137,2026-01-15 17:50:00,2026-01-15 18:15:00,25.0,6,0.6004105890165752,0.5265587085156327,0.0
R0229,2026-01-15 17:50:00,2026-01-15 18:15:00,25.0,6,0.5474832285373892,0.5293924834358235,0.0
R0183,2026-01-15 17:50:00,2026-01-15 18:15:00,25.0,6,0.29368872966579385,0.3598005390691288,0.0
R0167,2026-01-15 20:45:00,2026-01-15 21:10:00,25.0,5,0.586510329851647,0.4885621717146924,0.0
